"geneid","strand","fiveprime","threeprime"
"PITG_16266","+",31806,2968
"PITG_16267","+",2968,361
"PITG_16268","+",361,252
"PITG_16269","-",14819,252
"PITG_16272","-",230,324
"PITG_16271","+",14819,324
"PITG_16274","-",97761,221
"PITG_16273","+",230,221
"PITG_16275","-",2266,97761
"PITG_16276","-",10505,2266
"PITG_06932","+",696,369
"PITG_16277","-",5737,10505
"PITG_16278","-",22653,5737
"PITG_16280","+",22653,8902
"PITG_16282","+",8902,1706
"PITG_16283","-",2258,1706
"PITG_16284","+",2258,6538
"PITG_16285","-",26516,6538
"PITG_16286","+",26516,1678
"PITG_16287","-",16102,1678
"PITG_06933","+",369,551
"PITG_06934","-",4492,551
"PITG_16288","+",16102,4989
"PITG_16289","-",NA,4989
"PITG_21619","-",NA,686
"PITG_16395","+",NA,42244
"PITG_16400","-",9451,42244
"PITG_16401","-",15098,9451
"PITG_16402","-",18274,15098
"PITG_16406","-",158,10722
"PITG_16404","+",18274,10722
"PITG_16408","-",2275,8002
"PITG_16407","+",158,8002
"PITG_16409","-",1622,2275
"PITG_16410","+",1622,23221
"PITG_16415","-",36269,23221
"PITG_16417","-",7065,36269
"PITG_16418","-",23730,7065
"PITG_16421","-",575,1514
"PITG_16420","+",23730,1514
"PITG_23074","+",575,9005
"PITG_16422","+",9005,13461
"PITG_16424","+",13461,472
"PITG_16425","-",633,472
"PITG_06935","+",4492,48
"PITG_06936","-",262,48
"PITG_16426","+",633,607
"PITG_16427","-",56274,607
"PITG_16428","-",2413,56274
"PITG_16429","+",2413,95
"PITG_16430","-",257,95
"PITG_16431","+",257,310
"PITG_16432","-",306,310
"PITG_16433","-",593,306
"PITG_16435","-",5485,183
"PITG_16434","+",593,183
"PITG_06937","-",661,262
"PITG_16439","-",2411,10960
"PITG_16438","+",5485,10960
"PITG_16441","-",381,86
"PITG_16440","+",2411,86
"PITG_16442","-",24348,381
"PITG_16446","+",24348,3769
"PITG_16447","+",3769,3235
"PITG_16448","-",12814,3235
"PITG_16451","-",4761,12814
"PITG_06938","-",211,661
"PITG_16452","+",4761,14835
"PITG_16453","-",1033,14835
"PITG_16454","+",1033,2910
"PITG_16455","+",2910,1218
"PITG_16456","+",1218,597
"PITG_16457","-",225,597
"PITG_16459","-",409,327
"PITG_16458","+",225,327
"PITG_16460","+",409,3115
"PITG_16462","-",641,168
"PITG_16461","+",3115,168
"PITG_16463","-",24573,641
"PITG_16465","-",459,360
"PITG_16464","+",24573,360
"PITG_16466","+",459,3360
"PITG_16468","-",165,315
"PITG_16467","+",3360,315
"PITG_16469","+",165,78
"PITG_16470","-",1313,78
"PITG_16472","-",866,31
"PITG_16471","+",1313,31
"PITG_00137","+",567,2889
"PITG_00138","-",53,2889
"PITG_06940","-",1215,357
"PITG_06939","+",211,357
"PITG_16473","-",422,866
"PITG_16474","-",629,422
"PITG_16475","+",629,414
"PITG_16476","+",414,319
"PITG_16477","+",319,305
"PITG_16478","+",305,13
"PITG_16479","-",248,13
"PITG_16480","-",1358,248
"PITG_16481","+",1358,6609
"PITG_16483","+",6609,980
"PITG_16484","-",17427,980
"PITG_16486","+",17427,1069
"PITG_16487","+",1069,82
"PITG_16488","-",311,82
"PITG_16489","-",394,311
"PITG_16491","-",1033,170
"PITG_16490","+",394,170
"PITG_16492","+",1033,619
"PITG_16494","-",743,1660
"PITG_16493","+",619,1660
"PITG_06942","-",9218,214
"PITG_06941","+",1215,214
"PITG_16495","-",19992,743
"PITG_16499","-",7242,112
"PITG_16498","+",19992,112
"PITG_16500","-",43050,7242
"PITG_16504","-",14162,43637
"PITG_16503","+",43050,43637
"PITG_16505","-",95,14162
"PITG_16506","-",984,95
"PITG_23075","-",37342,984
"PITG_16507","+",37342,46633
"PITG_16510","-",3892,46633
"PITG_16511","+",3892,12911
"PITG_16512","+",12911,611
"PITG_16515","-",20114,16351
"PITG_16513","+",611,16351
"PITG_16516","-",4465,20114
"PITG_16517","-",484,4465
"PITG_16518","-",4436,484
"PITG_16519","-",697,4436
"PITG_16520","-",4638,697
"PITG_06944","-",471,801
"PITG_06943","+",9218,801
"PITG_16521","-",4618,4638
"PITG_16522","-",4255,4618
"PITG_16523","-",4599,4255
"PITG_16524","-",1196,4599
"PITG_16525","-",803,1196
"PITG_16526","+",803,45
"PITG_16527","-",243,45
"PITG_16529","-",2091,17666
"PITG_16528","+",243,17666
"PITG_16530","-",11659,2091
"PITG_16532","-",4330,11659
"PITG_16533","-",12999,4330
"PITG_16535","-",2196,12999
"PITG_16536","-",6621,2196
"PITG_16538","-",2213,5183
"PITG_16537","-",2213,5183
"PITG_23076","+",6621,5183
"PITG_16539","-",98,2213
"PITG_16540","-",9731,98
"PITG_16541","-",11990,9731
"PITG_06946","-",1390,327
"PITG_06945","+",471,327
"PITG_16543","+",11990,5881
"PITG_16545","+",5881,35
"PITG_16546","-",12554,35
"PITG_16548","-",1086,12554
"PITG_16551","-",6656,13253
"PITG_16549","+",1086,13253
"PITG_23077","+",6656,1344
"PITG_16553","-",2701,1344
"PITG_16555","-",2100,2701
"PITG_23078","+",2100,821
"PITG_16556","+",821,150
"PITG_16557","+",150,1483
"PITG_16558","-",5083,1483
"PITG_16559","+",5083,6065
"PITG_16561","-",NA,6065
"PITG_23295","+",NA,242
"PITG_16294","-",4481,142853
"PITG_16295","-",246140,4481
"PITG_16298","+",246140,4831
"PITG_16302","-",9254,58326
"PITG_16299","+",4831,58326
"PITG_06948","-",133,81
"PITG_06947","+",1390,81
"PITG_16303","+",9254,381
"PITG_16305","-",22322,1754
"PITG_16304","+",381,1754
"PITG_16306","+",22322,1163
"PITG_16307","-",9383,1163
"PITG_16310","-",339,808
"PITG_16309","+",9383,808
"PITG_16311","-",455,339
"PITG_16312","+",455,46632
"PITG_16313","+",46632,34974
"PITG_16315","-",99,138
"PITG_16314","+",34974,138
"PITG_16316","-",104,99
"PITG_16317","+",104,102
"PITG_16319","-",84,64
"PITG_16318","+",102,64
"PITG_16320","-",206,84
"PITG_16322","-",821,251
"PITG_16321","+",206,251
"PITG_00139","-",905,53
"PITG_06950","-",1095,36
"PITG_06949","+",133,36
"PITG_16323","+",821,102
"PITG_16324","+",102,150
"PITG_16325","+",150,18
"PITG_16326","-",1269,18
"PITG_16327","-",699,1269
"PITG_16329","-",24730,3911
"PITG_16328","+",699,3911
"PITG_16331","-",205,24730
"PITG_16333","-",116,91
"PITG_16332","+",205,91
"PITG_16335","-",72,116
"PITG_16334","+",116,72
"PITG_16337","-",243,370
"PITG_16336","+",72,370
"PITG_16339","-",1022,243
"PITG_16338","+",243,1022
"PITG_16341","-",167,309
"PITG_16340","+",1022,309
"PITG_16343","-",442,145
"PITG_16342","+",167,145
"PITG_16344","+",442,4852
"PITG_16345","+",4852,314
"PITG_06952","-",610,490
"PITG_06951","+",1095,490
"PITG_16346","-",164,118
"PITG_23277","+",314,118
"PITG_16347","+",164,1318
"PITG_23070","+",1318,8299
"PITG_16349","-",70,18144
"PITG_16348","+",8299,18144
"PITG_16350","-",5866,70
"PITG_16351","-",150,5866
"PITG_16352","-",118,150
"PITG_16353","-",297,118
"PITG_16354","-",1018,297
"PITG_16355","-",153,1018
"PITG_16356","+",153,258
"PITG_16357","+",258,288
"PITG_16358","+",288,173
"PITG_16359","-",322,173
"PITG_16360","+",322,5293
"PITG_16361","+",5293,82269
"PITG_16364","-",244,5503
"PITG_16363","+",82269,5503
"PITG_16365","-",806,244
"PITG_06954","-",2239,278
"PITG_06953","+",610,278
"PITG_16366","-",82205,806
"PITG_23278","-",1425,82205
"PITG_23071","+",1425,19842
"PITG_16369","-",16441,19842
"PITG_16370","+",16441,65848
"PITG_16375","+",65848,107
"PITG_16376","-",4259,107
"PITG_23279","-",3682,4259
"PITG_16377","+",3682,2110
"PITG_16378","-",18346,2110
"PITG_16379","-",27697,18346
"PITG_16380","+",27697,851
"PITG_16381","+",851,580
"PITG_16382","-",2607,580
"PITG_16383","+",2607,852
"PITG_16384","+",852,4894
"PITG_16385","+",4894,26
"PITG_16386","-",15819,26
"PITG_16387","-",22482,15819
"PITG_06955","+",2239,23936
"PITG_16388","+",22482,1910
"PITG_23280","+",1910,3824
"PITG_23338","+",3824,659
"PITG_23073","-",45887,393
"PITG_16389","+",659,393
"PITG_16393","-",84,49
"PITG_16392","+",45887,49
"PITG_21772","+",NA,1574
"PITG_21641","+",NA,35577
"PITG_06957","+",23936,3887
"PITG_23291","+",1848,1765
"PITG_21734","-",211,1765
"PITG_23292","+",211,3620
"PITG_23293","-",2164,3620
"PITG_21736","+",2164,3294
"PITG_21740","-",NA,746
"PITG_16818","+",487,6945
"PITG_16821","-",10398,10619
"PITG_16820","+",6945,10619
"PITG_16822","-",19909,10398
"PITG_06958","+",3887,122694
"PITG_16824","-",1451,19909
"PITG_16825","-",9263,1451
"PITG_16826","-",16273,9263
"PITG_16827","+",16273,36662
"PITG_16829","+",36662,2067
"PITG_23339","-",334,2067
"PITG_16832","-",2261,716
"PITG_16831","+",334,716
"PITG_16834","-",3183,184
"PITG_16833","+",2261,184
"PITG_06962","+",122694,1682
"PITG_16835","+",3183,20994
"PITG_16840","-",1913,19237
"PITG_16836","+",20994,19237
"PITG_16841","-",1100,1913
"PITG_16842","+",1100,16558
"PITG_16844","+",16558,20914
"PITG_16845","+",20914,16129
"PITG_16847","+",16129,871
"PITG_16848","+",871,623
"PITG_06964","-",136,326
"PITG_06963","+",1682,326
"PITG_16850","-",19074,42173
"PITG_16849","+",623,42173
"PITG_16851","+",19074,4226
"PITG_16852","+",4226,3048
"PITG_16853","+",3048,1227
"PITG_16854","-",370,1227
"PITG_16856","-",1193,370
"PITG_16855","+",370,1193
"PITG_16857","-",27324,1193
"PITG_23093","-",25881,27324
"PITG_23094","-",1100,25881
"PITG_16862","-",260,1100
"PITG_16864","-",5836,26
"PITG_16863","+",260,26
"PITG_16865","-",719,5836
"PITG_16866","-",17445,719
"PITG_16871","-",4829,19494
"PITG_16867","+",17445,19494
"PITG_16872","+",4829,4659
"PITG_16873","+",4659,392
"PITG_16874","+",392,6252
"PITG_06965","+",136,186
"PITG_06966","-",1215,186
"PITG_23095","+",6252,1932
"PITG_23096","+",1932,74
"PITG_23097","+",74,118
"PITG_23098","+",118,1792
"PITG_16877","+",1792,857
"PITG_16879","-",38971,11986
"PITG_16878","+",857,11986
"PITG_16882","-",2939,38971
"PITG_16883","-",715,2939
"PITG_23099","-",4536,715
"PITG_06967","-",3224,1215
"PITG_16886","-",2951,12689
"PITG_16884","+",4536,12689
"PITG_16887","+",2951,17599
"PITG_16889","-",24878,17599
"PITG_16890","-",46674,24878
"PITG_16892","-",12844,46674
"PITG_16893","-",10089,12844
"PITG_16894","+",10089,53430
"PITG_16899","-",207,9750
"PITG_23100","+",53430,9750
"PITG_16898","+",9750,207
"PITG_16900","+",207,643
"PITG_16901","+",643,245
"PITG_16902","+",245,203
"PITG_16903","+",203,2669
"PITG_16904","-",1805,2669
"PITG_16905","+",1805,57827
"PITG_16907","+",57827,1629
"PITG_16908","+",1629,683
"PITG_16909","+",683,420
"PITG_16910","+",420,2270
"PITG_16912","-",511,2270
"PITG_06969","-",440,16
"PITG_06968","+",3224,16
"PITG_16913","+",511,19215
"PITG_16916","-",1582,426
"PITG_16915","+",19215,426
"PITG_16917","+",1582,150
"PITG_16918","-",12752,150
"PITG_16919","+",12752,23608
"PITG_16920","-",1410,23608
"PITG_16921","+",1410,398
"PITG_16922","-",148,398
"PITG_16923","-",239,148
"PITG_16925","-",675,658
"PITG_16924","+",239,658
"PITG_16926","-",2015,675
"PITG_16927","-",451,2015
"PITG_16928","+",451,48977
"PITG_16930","+",48977,55551
"PITG_16935","-",2296,55551
"PITG_16936","-",8486,2296
"PITG_16937","-",272,8486
"PITG_06970","+",440,11754
"PITG_16939","-",2600,344
"PITG_16938","+",272,344
"PITG_16940","-",48805,2600
"PITG_16942","-",1652,48805
"PITG_16943","-",13,1652
"PITG_16944","-",193,13
"PITG_16945","-",NA,193
"PITG_21321","+",NA,34809
"PITG_21324","-",NA,1424
"PITG_21323","+",34809,1424
"PITG_16950","-",16913,3581
"PITG_16951","-",6042,16913
"PITG_22809","+",11754,2274
"PITG_16952","+",6042,914
"PITG_16953","-",4595,914
"PITG_16956","-",6755,437
"PITG_16955","+",4595,437
"PITG_16959","-",7559,15167
"PITG_16958","+",6755,15167
"PITG_16962","-",27653,7559
"PITG_16963","-",26319,27653
"PITG_16965","+",26319,768
"PITG_22810","+",2274,333
"PITG_16966","+",768,277
"PITG_16967","-",1964,277
"PITG_16968","-",530,1964
"PITG_16969","-",8916,530
"PITG_16970","+",8916,22471
"PITG_16972","+",22471,88
"PITG_16973","+",88,188
"PITG_16974","-",493,188
"PITG_16975","-",60,493
"PITG_16977","-",137,68
"PITG_16976","+",60,68
"PITG_00141","-",152,74
"PITG_00140","+",905,74
"PITG_06972","+",333,487
"PITG_16981","-",675,11122
"PITG_16978","+",137,11122
"PITG_16983","-",565,889
"PITG_16982","+",675,889
"PITG_16984","+",565,14608
"PITG_16985","+",14608,67556
"PITG_16991","+",67556,46504
"PITG_16992","+",46504,16305
"PITG_16995","+",16305,6333
"PITG_16997","-",4136,6333
"PITG_06974","-",79042,2044
"PITG_06973","+",487,2044
"PITG_16998","+",4136,7263
"PITG_16999","+",7263,569
"PITG_17000","+",569,198
"PITG_17001","+",198,3918
"PITG_17002","+",3918,704
"PITG_17003","+",704,202
"PITG_17004","+",202,160
"PITG_17005","-",231,160
"PITG_17006","+",231,399
"PITG_17007","+",399,1810
"PITG_17008","+",1810,14972
"PITG_17009","-",590,14972
"PITG_17010","+",590,3165
"PITG_17012","-",176,551
"PITG_17011","+",3165,551
"PITG_17013","+",176,49453
"PITG_17015","+",49453,1883
"PITG_17016","+",1883,1419
"PITG_17017","-",263,1419
"PITG_06976","+",79042,89
"PITG_06977","-",95,89
"PITG_17018","+",263,24333
"PITG_17021","+",24333,259
"PITG_17022","-",422,259
"PITG_17023","-",1797,422
"PITG_17025","-",210,20380
"PITG_17024","+",1797,20380
"PITG_17026","+",210,78
"PITG_17028","-",33389,48
"PITG_17027","+",78,48
"PITG_17030","+",33389,143
"PITG_17031","-",158,143
"PITG_06978","-",161,95
"PITG_17032","-",147768,158
"PITG_17033","-",651,147768
"PITG_17034","+",651,310
"PITG_17036","-",446,260
"PITG_17035","+",310,260
"PITG_17037","+",446,18268
"PITG_17038","+",18268,269
"PITG_17039","+",269,220
"PITG_17040","+",220,134
"PITG_17041","-",266,134
"PITG_17042","-",66,266
"PITG_17043","-",3765,66
"PITG_17044","+",3765,10014
"PITG_17045","-",714,10014
"PITG_17047","-",152,80
"PITG_17046","+",714,80
"PITG_17048","-",3174,152
"PITG_17049","-",30089,3174
"PITG_17051","-",12194,30089
"PITG_06979","+",161,33
"PITG_06980","-",192,33
"PITG_23101","-",3717,13690
"PITG_17053","+",12194,13690
"PITG_17054","-",920,3717
"PITG_17055","-",2662,920
"PITG_17056","+",2662,122
"PITG_17057","+",122,88
"PITG_17058","-",63632,88
"PITG_17063","-",NA,63632
"PITG_21657","+",28577,249
"PITG_21552","-",196,2788
"PITG_21553","-",796,196
"PITG_16563","-",40247,35
"PITG_16562","+",NA,35
"PITG_16565","-",806,590
"PITG_16564","+",40247,590
"PITG_16566","-",59913,806
"PITG_23281","-",22478,59913
"PITG_23080","-",17094,52308
"PITG_23079","+",22478,52308
"PITG_06982","-",462,86
"PITG_06981","+",192,86
"PITG_16575","+",17094,289
"PITG_23282","+",289,839
"PITG_16576","+",839,13881
"PITG_23082","-",34014,13881
"PITG_16580","-",337,411
"PITG_16579","+",34014,411
"PITG_16581","-",20114,337
"PITG_16584","+",20114,346
"PITG_16585","+",346,6865
"PITG_16586","+",6865,33196
"PITG_06983","-",3464,462
"PITG_16589","-",78686,15609
"PITG_23083","+",33196,15609
"PITG_16592","-",19886,1913
"PITG_16591","+",78686,1913
"PITG_16593","+",19886,410
"PITG_16594","+",410,6950
"PITG_16595","-",11349,6950
"PITG_16596","-",827,11349
"PITG_23283","+",6950,11349
"PITG_23084","-",42670,827
"PITG_16597","-",398,42670
"PITG_16598","-",1512,398
"PITG_16599","-",9832,1512
"PITG_23284","-",350,9832
"PITG_16600","-",23654,350
"PITG_23085","+",23654,5915
"PITG_16601","+",5915,6776
"PITG_16603","+",6776,3465
"PITG_16604","+",3465,897
"PITG_16605","-",23241,2649
"PITG_23285","+",897,2649
"PITG_06985","-",158,376
"PITG_06984","+",3464,376
"PITG_16606","+",23241,24917
"PITG_16608","+",24917,4899
"PITG_16609","-",21563,4899
"PITG_23086","+",21563,342
"PITG_23087","+",342,23707
"PITG_16613","-",396,27640
"PITG_16612","+",23707,27640
"PITG_16614","-",15378,396
"PITG_16615","+",15378,422
"PITG_16616","+",422,271
"PITG_16617","-",7251,271
"PITG_16618","-",274,7251
"PITG_16619","-",285,274
"PITG_16621","-",17122,103
"PITG_16620","+",285,103
"PITG_16622","+",17122,453
"PITG_16623","+",453,239
"PITG_23286","+",239,686
"PITG_16626","-",40098,11699
"PITG_16624","+",686,11699
"PITG_16627","-",17554,40098
"PITG_06986","+",158,216
"PITG_16628","+",17554,58667
"PITG_23287","+",58667,2234
"PITG_16635","-",16968,2234
"PITG_16636","+",16968,21112
"PITG_16638","-",19629,21112
"PITG_23088","+",19629,380
"PITG_23089","+",380,21247
"PITG_16640","+",21247,76755
"PITG_16644","-",52018,76755
"PITG_06988","-",45,68
"PITG_06987","+",216,68
"PITG_16646","-",NA,1204
"PITG_16645","+",52018,1204
"PITG_21309","-",324,521
"PITG_16757","+",NA,358
"PITG_16759","-",85419,57
"PITG_16758","+",358,57
"PITG_16760","-",184,85419
"PITG_16761","-",6190,184
"PITG_16764","+",6190,185
"PITG_16765","+",185,31721
"PITG_06989","-",6442,45
"PITG_16770","-",35599,7847
"PITG_16766","+",31721,7847
"PITG_16773","-",28503,35599
"PITG_16775","+",28503,112502
"PITG_16781","+",112502,47005
"PITG_16783","-",46074,47005
"PITG_16788","-",1969,46074
"PITG_16789","-",18746,1969
"PITG_16791","+",18746,1232
"PITG_16792","+",1232,133156
"PITG_16794","-",327,133156
"PITG_16795","+",327,59828
"PITG_16798","-",131,59828
"PITG_16799","-",516,131
"PITG_16797","+",59828,131
"PITG_16800","+",516,20351
"PITG_16801","+",20351,2305
"PITG_16802","+",2305,6075
"PITG_16804","-",136043,608
"PITG_16803","+",6075,608
"PITG_16807","-",156440,23
"PITG_16806","+",136043,23
"PITG_06990","+",6442,2089
"PITG_06991","-",241,2089
"PITG_16808","+",156440,374
"PITG_16809","-",343,374
"PITG_16810","-",19033,343
"PITG_16811","+",19033,2181
"PITG_16812","+",2181,562
"PITG_16813","+",562,12
"PITG_16814","-",863,12
"PITG_16815","-",NA,863
"PITG_21807","-",NA,178
"PITG_21806","+",NA,178
"PITG_21709","-",NA,398
"PITG_21708","+",NA,398
"PITG_21787","+",NA,1020
"PITG_21498","+",NA,33324
"PITG_21501","-",79,4573
"PITG_21499","+",33324,4573
"PITG_21502","-",5437,79
"PITG_21503","+",5437,252
"PITG_21504","-",179,252
"PITG_04020","+",NA,384
"PITG_04021","+",384,93
"PITG_04022","-",226,93
"PITG_04023","-",21274,226
"PITG_06992","+",241,7104
"PITG_04024","-",22815,21274
"PITG_04025","+",22815,94351
"PITG_04026","+",94351,8359
"PITG_04027","-",352,8359
"PITG_04030","-",224,57849
"PITG_04028","+",352,57849
"PITG_04031","-",67,224
"PITG_04032","+",67,1889
"PITG_04033","-",1011,1889
"PITG_00016","+",3152,25396
"PITG_00019","-",272,25396
"PITG_00143","-",140,135
"PITG_00142","+",152,135
"PITG_06994","+",7104,641
"PITG_04034","+",1011,513
"PITG_04035","+",513,2014
"PITG_04036","+",2014,1310
"PITG_04037","+",1310,124
"PITG_04039","-",536,227
"PITG_04038","+",124,227
"PITG_04040","+",536,611
"PITG_04041","-",1329,611
"PITG_04042","+",1329,606
"PITG_04043","-",9850,606
"PITG_06995","+",641,245
"PITG_04044","+",9850,16629
"PITG_04047","-",2649,16629
"PITG_04049","-",8366,642
"PITG_04048","+",2649,642
"PITG_04050","+",8366,78954
"PITG_04052","+",78954,459
"PITG_04053","+",459,554
"PITG_04054","+",554,7467
"PITG_04055","+",7467,1658
"PITG_04057","-",6216,2609
"PITG_04056","+",1658,2609
"PITG_06996","+",245,510
"PITG_06997","-",4294,510
"PITG_04058","-",901,6216
"PITG_04059","+",901,35
"PITG_04060","-",3262,35
"PITG_04061","-",176,3262
"PITG_04063","-",760,20731
"PITG_04062","+",176,20731
"PITG_22722","-",13734,760
"PITG_04064","-",194,13734
"PITG_04065","-",1954,194
"PITG_04066","-",107,1954
"PITG_04067","+",107,29397
"PITG_04070","+",29397,3396
"PITG_04071","-",2690,3396
"PITG_22723","+",2690,3874
"PITG_04072","+",3874,2681
"PITG_04074","-",438,8897
"PITG_04073","+",2681,8897
"PITG_04075","-",292,438
"PITG_04076","-",240,292
"PITG_04077","-",1102,240
"PITG_06999","+",4294,15529
"PITG_04078","+",1102,198
"PITG_04079","-",17203,198
"PITG_04081","-",2604,17203
"PITG_04085","-",814,18714
"PITG_04082","+",2604,18714
"PITG_04087","-",3008,34776
"PITG_04086","+",814,34776
"PITG_22724","+",3008,14529
"PITG_04089","-",57502,55137
"PITG_04088","+",14529,55137
"PITG_07002","+",15529,1659
"PITG_04090","-",1866,57502
"PITG_22725","+",1866,10016
"PITG_22726","-",21327,15895
"PITG_04091","+",10016,15895
"PITG_04092","-",970,21327
"PITG_04093","-",72376,970
"PITG_04096","+",72376,12516
"PITG_04097","+",12516,22345
"PITG_22727","-",35039,22345
"PITG_07004","+",1659,60
"PITG_04098","+",35039,3492
"PITG_04099","+",3492,11079
"PITG_04102","+",11079,27761
"PITG_04105","-",27008,196
"PITG_04104","+",27761,196
"PITG_22728","-",14487,27008
"PITG_04108","+",14487,376
"PITG_04109","+",376,277
"PITG_04110","-",511,277
"PITG_04112","-",595,907
"PITG_04111","+",511,907
"PITG_07005","+",60,27
"PITG_07006","-",984,27
"PITG_04113","+",595,1308
"PITG_04114","+",1308,500
"PITG_04115","-",1051,500
"PITG_04116","+",1051,17574
"PITG_04117","+",17574,15654
"PITG_04119","+",15654,78129
"PITG_04121","+",78129,958
"PITG_04122","+",958,649
"PITG_04124","-",649,666
"PITG_04123","+",649,666
"PITG_07008","-",168,984
"PITG_04125","-",722,649
"PITG_04126","-",2628,722
"PITG_04127","-",15753,2628
"PITG_04129","-",5271,15753
"PITG_04130","-",12997,5271
"PITG_04131","+",12997,898
"PITG_04132","+",898,143
"PITG_04133","+",143,1605
"PITG_04134","+",1605,13521
"PITG_07007","+",984,168
"PITG_07009","-",654,168
"PITG_04135","+",13521,25035
"PITG_04136","+",25035,65614
"PITG_04139","+",65614,1050
"PITG_22729","+",1050,14057
"PITG_04141","-",2024,14057
"PITG_04142","-",5226,2024
"PITG_04143","-",34554,5226
"PITG_04144","-",20661,34554
"PITG_04145","+",20661,49539
"PITG_22730","-",1085,25421
"PITG_04146","+",49539,25421
"PITG_07010","-",586,654
"PITG_04148","-",5954,1085
"PITG_04149","-",556,5954
"PITG_04150","+",556,19512
"PITG_04152","+",19512,34466
"PITG_04153","-",32935,34466
"PITG_04156","-",7998,32935
"PITG_04158","-",29823,7998
